edge_id,source_node_id,relation_type,target_node_id,event_time,available_at,valid_from,valid_to,split,prediction_time_safe,source_news_id,source_url,evidence_text,confidence,extraction_method,review_status,attributes_json,dataset_version,graph_version,kg_layer,quality_tier,validation_basis,allowed_use,layered_release_version
edge:1b01192f3de92b9a4f31e236,stock:BID,RELATED_TO,stock:MBB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:1bec4ce9b5bd8d5fcbd4a1db,stock:HPG,RELATED_TO,stock:HSG,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Thép"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:1fab798f59a0becf72093209,stock:VCI,RELATED_TO,stock:VIX,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Chứng khoán"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:2079ff955c0d9e992842a601,stock:ACB,RELATED_TO,stock:STB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:20a61c841b73819750ff27bc,stock:NVL,RELATED_TO,stock:VRE,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bất động sản"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:2178346e39d61b24cb7c65fd,stock:HPG,RELATED_TO,stock:POM,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Thép"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:2cfc8463c7c4912d6c1c9f80,stock:GAS,RELATED_TO,stock:PLX,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Dầu khí"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:2d3be53a3083b4a214cf0422,stock:HVN,RELATED_TO,stock:VJC,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Hàng không"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:30dad227c864a360d0cdd023,stock:BID,RELATED_TO,stock:VPB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:32991cb09d53456d7c2499be,stock:ANV,RELATED_TO,stock:VHC,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Thủy sản"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:33d906105c492d34f56879c2,stock:VHM,RELATED_TO,stock:VIC,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bất động sản"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:33f5559159a103e74e379770,stock:STB,RELATED_TO,stock:VCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:3b7c27a14b6f41b11ae84d79,stock:MBB,RELATED_TO,stock:TCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:3df71c543f46c61bf3b8f417,stock:DCM,RELATED_TO,stock:DPM,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Hóa chất"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:3f12f35d2436d12b2f6a0047,stock:DGW,RELATED_TO,stock:MWG,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bán lẻ"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:4e0836eaf0a3426fb4993f38,stock:CTG,RELATED_TO,stock:TCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:4e200703104b80f36dbc26ca,stock:SHS,RELATED_TO,stock:SSI,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Chứng khoán"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:4f3d8163f1ff1a54438fb4bc,stock:ACB,RELATED_TO,stock:VCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:4f5304bab3b2b6066ef847cc,stock:CTG,RELATED_TO,stock:STB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:52671e8d530f47a61390e532,stock:CTG,RELATED_TO,stock:VCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:56bfaf765518ebe3df72f8e0,stock:PDR,RELATED_TO,stock:VIC,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bất động sản"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:59f6c4d7f3a569d7990961cf,stock:MBB,RELATED_TO,stock:VPB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:5ee5d7da9205e7d03c98c073,stock:NKG,RELATED_TO,stock:POM,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Thép"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:62ea982515201fc43b12761b,stock:BID,RELATED_TO,stock:VCB,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:654422d88b774f90250035e8,stock:HAH,RELATED_TO,stock:VSC,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Logistics"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:6b5a54c8bda1fdaf560c3f45,stock:VCI,RELATED_TO,stock:VND,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Chứng khoán"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:6bf603f963d156016ef8219a,stock:FRT,RELATED_TO,stock:PNJ,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bán lẻ"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:6dd0271a07035ed680e05e3a,stock:ACB,RELATED_TO,stock:CTG,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Ngân hàng"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:707fcf3725e4b2e7fdab8075,stock:FRT,RELATED_TO,stock:MWG,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bán lẻ"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
edge:70eb902d46df8aa23c679bb8,stock:KDH,RELATED_TO,stock:PDR,,,,,,True,,,,MEDIUM,DERIVED_SAME_INDUSTRY,DERIVED_REFERENCE_RELATION,"{""basis"": ""SAME_INDUSTRY"", ""industry"": ""Bất động sản"", ""symmetric"": true, ""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,DERIVED,DERIVED_REFERENCE_NOT_INDEPENDENTLY_VALIDATED,Derived from same-industry reference mapping.,EXPLORATORY_QUERY_ONLY,FINNEXUS_LAYERED_KG_V3_0
