edge_id,source_node_id,relation_type,target_node_id,event_time,available_at,valid_from,valid_to,split,prediction_time_safe,source_news_id,source_url,evidence_text,confidence,extraction_method,review_status,attributes_json,dataset_version,graph_version,semantic_sample_id,event_type,event_type_detail,sentiment,impact_level,affected_scope,semantic_release_group,semantic_quality_tier,evidence_completeness_score,manual_review_priority,semantic_correctness_status,default_semantic_query_enabled,semantic_quality_release,validation_basis,allowed_use
edge:015c1f039b5ab3bb55086e3c,event:a0da00eb515dcb360809,AFFECTS,stock:HAH,2022-04-17,2022-04-17,2022-04-17,,validation,True,ca71f1e156c67205f44b97312cb051f4,https://vietnambiz.vn/co-phieu-tam-diem-184-frt-hah-mig-2022417105659251.htm,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""a0da00eb515dcb360809""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,a0da00eb515dcb360809,BUSINESS_RESULT,PROJECT_EXPANSION,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:0162d7f6ed7d842b2c920e29,news:710315c88a30241403c0c1758f2263f8,CONTAINS_EVENT,event:499a30aea47520e24245,2020-10-27,2020-10-27,2020-10-27,,train,True,710315c88a30241403c0c1758f2263f8,https://cafef.vn/vnindex-tiep-tuc-giam-sau-phien-bat-ngo-giam-sau-hom-qua-co-phieu-ngan-hang-dieu-chinh-20201027084917709.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=SECTOR_NEWS; symbol=STB,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""SECTOR_NEWS"", ""event_type_detail"": ""SECTOR_NEWS"", ""sample_id"": ""499a30aea47520e24245""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,499a30aea47520e24245,SECTOR_NEWS,SECTOR_NEWS,NEUTRAL,MODERATE,SECTOR,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:0194dbc4b77ea8ad34cc27a8,news:d7ff23a302cb0ac73c0950fb4818a823,CONTAINS_EVENT,event:1fd1b46e31a28172d982,2022-04-03,2022-04-03,2022-04-03,,validation,True,d7ff23a302cb0ac73c0950fb4818a823,https://vietnambiz.vn/to-chuc-trong-nuoc-mua-rong-hon-1200-ty-dong-cp-ngan-hang-trong-thang-3-dgc-va-mwg-lot-top-ban-rong-202243202756402.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=LEGAL_RISK; symbol=DGC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""LEGAL_REGULATORY"", ""event_type_detail"": ""LEGAL_RISK"", ""sample_id"": ""1fd1b46e31a28172d982""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,1fd1b46e31a28172d982,LEGAL_REGULATORY,LEGAL_RISK,NEGATIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:01a48bc7d62314c6a594c5ae,news:06697b1d06f5491189c118fcc2e16054,CONTAINS_EVENT,event:43a61efca86ac65de01d,2022-07-15,2022-07-15,2022-07-15,,test,True,06697b1d06f5491189c118fcc2e16054,https://vietnambiz.vn/co-phieu-ngan-hang-ha-nhiet-dong-tien-ngoai-van-tim-den-ctg-202271516922612.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=SECTOR_NEWS; symbol=CTG,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""SECTOR_NEWS"", ""event_type_detail"": ""SECTOR_NEWS"", ""sample_id"": ""43a61efca86ac65de01d""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,43a61efca86ac65de01d,SECTOR_NEWS,SECTOR_NEWS,NEUTRAL,MODERATE,SECTOR,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:01a746636c155c23459ff1ab,news:5753defd20e880a4a6fc8c77d19fd9c2,CONTAINS_EVENT,event:b5bb9456815911a49f70,2019-05-24,2019-05-24,2019-05-24,,train,True,5753defd20e880a4a6fc8c77d19fd9c2,https://cafef.vn/the-gioi-di-dong-lnst-4-thang-dau-nam-tang-truong-36-mang-online-da-dong-gop-gan-1-5-doanh-so-20190524134139753.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=PROFIT_DECLINE; symbol=MWG,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""BUSINESS_RESULT"", ""event_type_detail"": ""PROFIT_DECLINE"", ""sample_id"": ""b5bb9456815911a49f70""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,b5bb9456815911a49f70,BUSINESS_RESULT,PROFIT_DECLINE,NEGATIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:01b91222b5d16eff60646d63,event:34cae782e86935218c8a,AFFECTS,stock:VHM,2019-11-26,2019-11-26,2019-11-26,,train,True,b9e5bd8575de2bb7ec8d14dbda48b5b2,https://vietnambiz.vn/vinhomes-va-vincom-retail-mua-vao-gan-274-trieu-co-phieu-qui-con-14-phien-de-thuc-hien-giao-dich-20191125234704248.htm,TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""34cae782e86935218c8a""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,34cae782e86935218c8a,CORPORATE_ACTION,LEADERSHIP_CHANGE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:01d376a3f1bd48fb0725fcbc,event:2075e8535287fe068f7c,HAS_SENTIMENT,sentiment:POSITIVE,2021-08-01,2021-08-01,2021-08-01,,train,True,2e2a601b3db727d0f8a016bd7b17a383,https://cafef.vn/pv-drilling-pvd-trich-lap-du-phong-lon-khien-lai-rong-quy-2-chi-dat-8-ty-dong-giam-86-so-voi-cung-ky-20210801092900083.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=24; event=NEW_CONTRACT; symbol=PVD,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""2075e8535287fe068f7c""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,2075e8535287fe068f7c,BUSINESS_RESULT,NEW_CONTRACT,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:01fc51b325dd3cb665da9cd8,event:f10e67e8ba6cda8aab8f,AFFECTS,stock:HPG,2022-10-25,2022-10-25,2022-10-25,,test,True,20790664766b21cbdc7a5bfed7aaaa02,https://cafef.vn/co-phieu-quoc-dan-hpg-xuong-day-2-nam-ca-nhan-ngam-ngui-om-lo-ca-map-cung-danh-mac-can-20221024214734759.chn,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""HIGH"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""f10e67e8ba6cda8aab8f""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,f10e67e8ba6cda8aab8f,BUSINESS_RESULT,PROFIT_DECLINE,NEGATIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:023b11d51c787273f59c9d3c,event:447da43698605545e3e9,HAS_SENTIMENT,sentiment:NEUTRAL,2021-07-05,2021-07-05,2021-07-05,,train,True,ff9341b248c6aa98032dc3dd499cdb4a,https://cafef.vn/thep-pomina-thong-qua-ke-hoach-phat-hanh-70-trieu-co-phieu-tang-von-len-3500-ty-dong-trong-nam-2021-20210705170459471.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=STOCK_ISSUANCE; symbol=POM,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""447da43698605545e3e9""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,447da43698605545e3e9,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:02439f33dd7bc887c10b3302,event:31b59fa68e5202b15f8d,AFFECTS,stock:VJC,2020-08-02,2020-08-02,2020-08-02,,train,True,9a58464721789afd3fac30226f856973,https://cafef.vn/vietjet-bat-ngo-lai-nghin-ty-quy-2-nho-hoat-dong-tai-chinh-va-kinh-doanh-tau-bay-20200802091849384.chn,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""MARKET"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""31b59fa68e5202b15f8d""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,31b59fa68e5202b15f8d,MACRO_POLICY,MACRO_POLICY,NEUTRAL,MODERATE,MARKET,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:027b0666b39e0f6df8ed4a84,event:484017c11440f5c5d39f,AFFECTS,stock:SHS,2022-10-05,2022-10-05,2022-10-05,,test,True,9051e31a6c4110bb4e117b8ec715a8ef,https://cafef.vn/thi-phan-moi-gioi-hnx-quy-3-vps-cung-co-vi-tri-so-1-hsc-va-shs-bat-ngo-bi-loai-khoi-top-10-20221005152910454.chn,TITLE_TICKER|BODY_TICKER,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""HIGH"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""484017c11440f5c5d39f""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,484017c11440f5c5d39f,LEGAL_REGULATORY,LEGAL_RISK,NEGATIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
